hindi,english
बदलावों को छोड़ें (_ D) ,_ Discard Changes
खाता सूची,The accounts list
उपशीर्षक फ़ॉन्ट नाम,Subtitle Font Name
चुनें निर्देशिका को यदि नहीं है खोलें,Choose Directory to show if no project is open
"""% s"" में डिस्क पर पर्याप्त स्थान उपलब्ध नहीं है. ","Not enough space available on the disc in ""% s""."
जोड़ें रिमोट,Add Remote
विरोधी,Conflicted
नया फ़ाइल% d,New file% d
लेखक/तारीख़ समय,Author / Date / Time
डेक में से नया पत्ता चलें,Deal new cards from the deck
आटोमेक बिल्ड,Automake Build
नया दृश्य... (_ N) ,_ New view...
डैशर फोंट आकार (_ D) ,_ Dasher Font Size
पाठ द्वारा इस्तेमाल किया जा फ़ॉन्ट,The font to be used by the text
स्वतः पूर्ण,Auto - complete
यह मौजूदा सक्रिय लेखन बैकेंड के द्वारा समर्थित नहीं है. ,This is not supported by the current active burning backend.
टैग नामः,Tag name:
हाइलाइट मोड (_ H) ,_ Highlight Mode
पैचेस,Patches
इस आयतन पर फ़ाइलतंत्र बड़ी फ़ाइलों का समर्थन नहीं करता है (2 GiB से ऊपर का आकार). यह एक समस्या हो सकती है जब DVD या बड़ी छवि को लिखा जा रहा हो. ,The filesystem on this volume does not support large files (size over 2 GiB). This can be a problem when writing DVDs or large images.
अक्ष का संख्या,Number of Axes
दूरस्थ वीडियो विंडो की स्थिति,The position of the remote video window
प्लगिन अंतरफलक लागू करें,Implement plugin interfaces
प्रोजेक्ट नाम,project name
मिटाया से. ,Deleted:% s
जेम्सटाउन,Jamestown
मेक्रोज़,Macros:
सामान्य जमावट,General Settings
स्वतःपूर्ण,Autocomplete
क्या आप वाकई डिस्क छवि नाम के लिए मौजूदा विस्तार बनाए रखना चाहते हैं? ,Do you really want to keep the current extension for the disc image name?
ट्रैक विलग करें,Split Track
चालू रिक्तिकरण प्रक्रिया,Ongoing blanking process
नया डाटा परियोजना (_ D) ,New _ Data Project
#-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#व = द्धि (ऊंचाई) #-#-#-#-#libgnomecanvas. HEAD. hi. po (PACKAGE VERSION) #-#-#-#-#बढ़ाए,Register
प्रकारः,Mode:
चयन सीमा,Selection foreground:
Generic gcj compiled java,Generic gcj compiled java
कृपया किसी रिकार्ड करने योग्य सीडी या डीवीडी को घुसाएँ. ,Please insert a writable CD or DVD.
प्रविष्ट करें,_ Install (% s)
संस्थापित करें के साथ फ़ाइल,Install module associated with current file
