hindi,english
अंतिम प्रविष्ट घटना को हाइलाइट करो,Highlight last event entry
#-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#व = द्धि (ऊंचाई) #-#-#-#-#libgnomecanvas. HEAD. hi. po (PACKAGE VERSION) #-#-#-#-#बढ़ाए,Western
जीटीके + ,GTK +
एक पत्ता या पत्तों के समूह खाली खाँचा पर ले जाएँ,Move a card or build of cards on to the empty slot
डिफ़ॉल्ट गनोम प्रसंग,Default GNOME Theme
लिपि प्रकार,Script Type
स्टाकslot type,stock
हिस्से,Action
सूचना,INFO
हॉपस्कॉच,Hopscotch
व्यंजक पर सहायता,Single step over function
स्टाक में से पत्ता निकालें,Deal a card from stock
Gdb,Gdb
चाल वापस लें (_ U) ,_ Undo Move
कार्य,Tasks
बचा मालः,Stock left:
सुधारें,Modify
चुने गए स्तंभ,Selected columns
एकवर्ण,Monochrome
स्थिर घोषणाओं को छोड़ दें,Help operations
Jcard symbol,J
जानकारी,Information
तिक्की मिटाएँ,Remove the threes
Generic java (automake) ,Generic java (automake)
मोन्ते कार्लो,Monte Carlo
मोड्यूल,Python Module
पंजा मिटाएँ,Remove the fives
आर्गुमेंट्सः,Arguments:
प्रसंग फाइल नाम,Theme file name
% s भण्डार परtableauslot hint,% s on stock
स्पेसिंग,CVS popup operations
परिवर्तनीय,Variable
"0, 0","0, 0"
बेकार को भण्डार में ले जाएँ,Move waste to stock
1number,1
पूर्ण स्क्रीन (_ F) ,_ Full Screen
मध्य यूरोपीय,Central European
दहला मिटाएँ,Remove the tens
गंतव्यः,Source / Destination Paths:
आपरेशन चलाएँ,Run operations
चिड़ी का दहला हटाएँ. ,Remove the three of clubs.
बेसिक सूचना,Basic information
hotkey संयोजन,Hotkey combination
मूलभूत मेनू लेआउट फिर भंडारित करें,Restore the default menu layout
लाल पान का दुक्का,two of hearts
सिग्नल,Signal
पहुंचनीय,_ Accessible
रविशंकर श्रीवास्तव (raviratlami @yahoo. com) राजेश रंजन (rajeshkajha @yahoo. com) ल. बालसुब्रमण्यम (l. balasubramaniam @gmail. com) ,translator - credits
प्रोजेक्ट विन्यस्त करें,Configure Project
रेखांकित,Underlined
~ a को एक हुकुम का इक्का पर ले जाएँ,Move ~ a onto the ace of spades.
स्कीमाः,Sche _ ma:
शीर्ष,Header _ csharp
कंट्रोल,Ctrl
और ताश बांटें,Deal more cards
डेक में से नया पत्ता चलें,Deal a new card from the deck
अगला मिलान बदलें,Replace next match
हुकुम का बादशाह,Move ~ a onto the king of spades.
"एक्सेर्साइसर सर्वाधिकार (c) 2006,2007 आईबीएम निगम (बीएसडी) ","accerciser Copyright (c) 2006, 2007 IBM Corporation (BSD)"
हाल में खेले गए खेल के नाम. ,A list of recently played games.
जोड़ा गया,Added
आइकान में अवैध हैडर,Inline the declaration and implementation
श्रेणी,Category
इंडेन्टेशन,View Indentation Guides
वर्तमान पाठ्य में एक संदेश प्रविष्ट करें,Insert name of current user
लाल पान की तिक्की के बगल में लाल पान के दुक्का को रखें. ,Place the three of hearts next to the two of hearts.
ईंट का बादशाह,Remove the king of diamonds.
एक अंतर्क्रियात्मक पाइथन पहुंचनीयता अन्वेषक,An interactive Python accessibility explorer
परियोजना नामः,Branch name:
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#चिपकाएं #-#-#-#-#gnome-utils. gnome-2-2. hi. po (gnome-utils 2.0) #-#-#-#-#चिपकाओ #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#चिपकाओ,Case
% (rolename) s सूची% (num) d पंक्ति और स्तंभ से मेल नहीं खातेparent indexrow and column index,% (rolename) s index% (num) d does not match row and column
हुकुम का सत्ता,the seven of spades
पीथ्रेड्स,Thread
समय% Id% d,Time
एस्केलेटर,Escalator
उपकरण-पट्टी (_ T) ,_ Toolbar
हाइलाइटन,Highlighting
इस विंडो को बन्द करें,Close this window
पंक्ति,Row
अरबी,Arabic
वृश्चिक,Scorpion
(क्रियान्वित नहीं हुआ है) ,(not implemented)
हाइपरपाठ,H _ ypertext
अगला संदेश (_ N) ,_ Next Message
बेकार को भण्डार में वापस ले जाएँ,Move waste back to stock
% s मुफ़्त सॉफ़्टवेयर है; इसे आप मुफ़्त सॉफ़्टवेयर फाउण्डेशन द्वारा प्रकाशित ग्नू जनरल पब्लिक लाइसेंस के तहत वितरित कर सकते हैं या परिवर्धित कर सकते हैं; लाइसेंस के% d संस्करण या इसके (अपने विकल्प अनुसार) बाद के संस्करण के तहत. ,"% s is free software; you can redistribute it and / or modify it under the terms of the GNU General Public License as published by the Free Software Foundation; either version% d of the License, or (at your option) any later version."
